id,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,choice13,choice14,choice15,choice16,choice17,choice18,choice19,choice20,choice21,choice22,choice23,choice24,choice25,choice26,choice27,choice28,choice29,choice30,choice31,choice32,choice33,choice34,choice35,choice36,choice37,choice38
1,¿Cuál es su principal campo de estudios?,Administración de Negocios,Economía,Biología,Química,Ingeniería,Filisofía,Psicología,Física,Derecho,Historia,Lengua y Literatura Inglesa,Arqueología,Lengua y Literatura Alemana,Bioquímica,Bioinformática,Ciencias de la Nutrición,Ciencias de la Educación,Teología,Geografía,Lengua y Literatura Romana,Geología,Filología,Ciencias de la Computación,Tecnología de la información comercial,Lenguas Indo Germánicas,Historia del Arte,Matemáticas,Ciencia de los Medios,Musicología,Idiomas y Literatura Eslava,Farmacia,Ciencias Políticas,Sociología,Ciencias del Deporte,Prehistoria e Historia temprana,Odontología,Tecnología Médica,Antropología
